paper,doi,canonical,paper_term,relevance
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,deployment climate,tropical climate of Singapore,0.88
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,monocrystalline si degradation rate,≤ -0.8% per year,0.88
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,thin-film degradation rate,"~-2% per year (amorphous Si, micromorph Si, CdTe)",0.88
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,module technology category,crystalline silicon modules,0.88
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,module technology category,thin-film modules,0.88
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,degradation analysis method,statistical decomposition methods,0.87
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,multicrystalline si degradation rate,-1.0% per year,0.87
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,degradation mechanism,decrease in FF and VOC (dominant for thin-film modules),0.86
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,monitoring duration,three years of outdoor monitoring,0.85
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,degradation mechanism,decrease in ISC (dominant for crystalline Si),0.85
Performance Degradation of Various PV Module Technologies in Tropical Singapore,10.1109/JPHOTOV.2014.2338051,module construction,glass-backsheet with frame vs. glass-glass without frame,0.82
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,photovoltaic technology,photovoltaic (PV) modules,1.0
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,degradation mechanism,degradation and failure phenomena,1.0
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,module reliability,reliability of PV modules,1.0
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,operational lifetime,operational lifetime of PV systems,0.95
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,failure mode,degradation and failure modes,0.95
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,electricity cost,cost of the electricity produced,0.9
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,stress factor,main stress factors,0.9
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,absorber material,mono- and multi-crystalline silicon,0.88
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,long-term stability,long term stability,0.88
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,degradation rate,module degradation,0.88
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,crystalline silicon technology,mono- and multi-crystalline silicon,0.87
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,absorber material,cadmium telluride,0.85
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,absorber material,copper indium gallium selenide,0.85
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,reliability metric,reliability metrics,0.85
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,thin film technology,"cadmium telluride, copper indium gallium selenide",0.84
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,stressor impact,stressors and their impact,0.83
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,emerging pv technology,emerging low-cost high-efficiency technologies,0.82
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,failure analysis,failure analysis,0.82
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,module component,individual component within a PV module,0.8
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,lifetime improvement strategy,strategies to improve the operational lifetime,0.8
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,accelerated testing,extensive testing,0.78
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,pv system performance,effects on the PV system,0.78
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,device efficiency,low-cost high-efficiency technologies,0.75
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,encapsulant degradation,module component degradation,0.72
Review of degradation and failure phenomena in photovoltaic modules,10.1016/j.rser.2022.112160,review methodology,review article,0.65
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,degradation mechanism,potential-induced degradation (PID) mechanisms,1.0
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,absorber material,CdTe,0.95
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,degradation rate,PID rate,0.95
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,module type,thin-film modules,0.9
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,degradation rate model,exponential model,0.9
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,voltage stress,potential-induced,0.9
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,characterization method,dark I–V method,0.88
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,degradation prediction,predicting the observed degradation,0.88
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,module performance,Pmax degradation,0.88
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,electrical characterization,dark I–V,0.87
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,failure mode,shunting,0.85
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,failure mode,junction degradation,0.85
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,performance metric,Pmax,0.85
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,module temperature,module temperature,0.85
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,relative humidity,relative humidity (RH),0.85
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,field validation,validated by predicting the observed degradation in the field,0.85
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,failure mode,series resistance,0.82
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,characterization approach,in situ characterization,0.82
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,stress factor,stress level,0.8
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,environmental stressor,moisture ingress,0.8
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,testing environment,chamber tests,0.8
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,series resistance,two different manifestations of series resistance,0.8
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,model fitting,fit to the PID rate,0.78
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,superposition principle,superposition,0.75
Elucidating PID Degradation Mechanisms and In Situ Dark I–V Monitoring for Modeling Degradation Rate in CdTe Thin-Film Modules,10.1109/JPHOTOV.2016.2598269,test condition,multiple stress levels,0.75
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,absorber material,Cadmium Telluride (CdTe),1.0
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,device technology,thin film PV,0.95
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,open circuit voltage,VOC,0.95
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,short circuit current,ISC,0.95
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,degradation rate,2.86% VOC degradation after 23 months,0.95
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,current degradation rate,2.29% ISC degradation after 23 months,0.92
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,module power rating,80WP CdTe PV module,0.9
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,outdoor exposure duration,23 months,0.88
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,performance analysis method,long-term time series data analysis,0.85
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,standard test conditions,standard test conditions (STC),0.85
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,reporting irradiance condition,800 W/m² irradiance,0.82
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,reporting temperature condition,40°C module temperature,0.82
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,qualification standard,IEC 61646,0.8
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,alternate reporting conditions,alternate reporting conditions (ARC),0.8
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,normalized performance metric,monthly averaged and normalized VOC and ISC,0.8
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,module reliability,long-term stability and robustness,0.78
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,parameter translation method,translation of electrical parameters to reporting conditions,0.78
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,diurnal performance analysis,diurnal analysis,0.75
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,measurement conditions,outdoor conditions,0.75
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,energy payback period,lower energy payback period,0.72
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,electrical parameter,measured electrical parameters,0.72
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,economic payback period,economic payback period,0.7
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,device efficiency,energy efficiency competitive to wafer-based technology,0.68
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,energy application,solar photovoltaic (PV),0.65
Long-term Performance Analysis of CdTe PV module in real operating conditions,10.1016/j.matpr.2018.11.052,substrate technology,wafer-based technology,0.6
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,absorber material,CdTe,1.0
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,characterisation technique,photoluminescence (PL) imaging,0.95
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,dopant species,Cu (copper),0.95
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,dopant concentration,increased Cu concentration at the front interface,0.95
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,space charge region,reduced space charge region,0.93
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,degradation mechanism,module degradation under one-Sun light at elevated temperature,0.92
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,device type,CdTe module,0.92
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,characterisation technique,electroluminescence (EL) imaging,0.9
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,luminescence intensity,reduced PL intensity,0.9
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,junction property,Cu concentration at the junction,0.9
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,stress condition,one-Sun light at 100°C,0.88
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,interface location,front interface / junction,0.88
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,depth profiling technique,time-of-flight secondary ion-mass spectrometry (ToF-SIMS),0.88
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,degradation indicator,PL intensity as degradation indicator,0.87
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,characterisation technique,dark lock-in thermography,0.85
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,surface characterisation method,Kelvin probe force microscopy (KPFM),0.85
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,numerical modelling,numerical modeling of Cu concentration and space charge region,0.85
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,spatial degradation distribution,differing degrees of degradation across the module,0.82
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,stress temperature,100°C,0.8
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,stress condition type,light-induced degradation stressing,0.8
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,defect type,shunt defects,0.78
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,shunting effect,shunting and resistance effects,0.75
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,measurement validation,agreement between numerical modeling and measurements,0.72
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,region selection method,avoiding pre-existing shunt defects for region evaluation,0.65
"Imaging, microscopic analysis, and modeling of a CdTe module degraded by heat and light",10.1016/j.solmat.2017.12.021,imaging system complexity,simple and economical PL imaging system,0.6
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,absorber material,cadmium telluride (CdTe),1.0
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,absorber material,copper indium gallium selenide (CIS),1.0
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,module technology,thin-film photovoltaic (PV) modules,0.97
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,degradation rate,module degradation factor (MDF),0.96
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,power loss,21.7% power loss (CdTe) / 31.5% power loss (CIS),0.95
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,failure mode,delamination,0.93
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,failure mode,micro-cracks,0.93
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,module degradation factor (cdte),14.49% MDF (CdTe modules),0.92
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,module degradation factor (cis),21.24% MDF (CIS modules),0.92
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,failure mode,hot-spot failures,0.91
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,failure mode,corrosion,0.9
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,characterisation method,x-ray diffraction (XRD),0.88
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,characterisation method,infrared radiation imaging,0.88
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,module efficiency,cell efficiency (measured over 3.5 years),0.87
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,operational lifetime,3.5-year monitoring period,0.86
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,environmental stress factor,aging and environmental conditions,0.85
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,environmental stress factor,meteorological conditions,0.83
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,electrical performance metric,"current, voltage, power, and efficiency measurements",0.82
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,surface characterisation,imperfect surfaces of CdTe and CIS samples,0.8
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,performance evaluation method,long-term outdoor performance monitoring,0.75
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,manufacturing cost,reduced manufacturing costs,0.72
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,power system application,solar-energy-generation systems,0.7
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,pv system design,cost-effective power generation design,0.68
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,module sample source,real application field samples,0.65
Effects of Aging and Environmental Factors on Performance of CdTe and CIS Thin-Film Photovoltaic Modules,10.1007/s11664-019-07172-z,thin-film technology,recent developments in thin-film technology,0.63
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,absorber material,cadmium telluride (CdTe),1.0
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,photovoltaic technology type,thin-film photovoltaic,0.97
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,device efficiency,efficiencies close to 22%,0.95
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,module efficiency,efficiencies above 18%,0.93
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,device architecture,polycrystalline thin-film solar cells,0.92
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,photovoltaic module,CdTe-based modules,0.9
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,fabrication process,fully automated in-line machines,0.88
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,competing technology,silicon,0.85
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,production scale,industrial production process,0.85
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,life cycle assessment,life cycle assessment of CdTe-based modules,0.85
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,end of life management,end-of-life recycling,0.83
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,substrate material,substrates (most common),0.82
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,environmental impact,environmental aspects,0.82
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,device scale,laboratory scale,0.8
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,interface engineering,interfaces,0.8
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,layer composition,constituent layers,0.78
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,market competitiveness,commercially compete with silicon,0.78
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,device optimisation,tricks to obtain highly efficient devices,0.76
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,toxicity concern,cadmium (Cd) environmental aspects,0.76
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,layer interaction,interaction between layers,0.75
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,film morphology,polycrystalline,0.74
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,cell type,solar cells,0.72
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,production process maturity,effective and consolidated production processes,0.7
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,research duration,over 40 years of research,0.65
The History of Photovoltaics with Emphasis on CdTe Solar Cells and Modules,10.3390/coatings10040344,literature review method,large literature survey on photovoltaics,0.65
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,control algorithm,control algorithm for PV power smoothing,0.95
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,energy storage technology,distributed batteries,0.95
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,photovoltaic system,PV,0.95
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,power output variability,PV power output variability,0.93
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,ramp rate smoothing,PV ramp rate smoothing,0.92
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,distributed storage,distributed energy storage,0.91
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,power smoothing method,smoothing,0.89
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,storage sizing tradeoff,tradeoff between smoothing and battery size,0.88
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,centralized storage control,centralized energy storage control,0.87
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,communication update rate,15-second update rate,0.85
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,distributed sensors,"highly distributed current, voltage, and irradiance sensors",0.84
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,advanced inverter,advanced inverter,0.83
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,reactive current injection,dynamic reactive current,0.82
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,voltage variability,voltage variability smoothing,0.81
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,irradiance sensor,irradiance sensors,0.8
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,reactive power support,reactive current for voltage variability smoothing,0.8
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,voltage sensor,voltage sensors,0.79
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,current sensor,current sensors,0.78
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,voltage regulator,voltage regulator tap changes,0.78
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,tap change reduction,reducing the number of voltage regulator tap changes,0.76
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,battery size,battery size,0.76
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,grid-tied inverter,inverter,0.74
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,optimal control,more optimal manner,0.72
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,communication latency,fast communication,0.7
Photoluminescence-imaging-based Evaluation of Non-uniform CdTe Degradation,10.1109/PVSC.2017.8366452,sensor network density,large numbers of highly distributed sensors,0.68
Performance and durability of broadband antireflection coatings for thin film CdTe solar cells,10.1116/1.4973909,antireflection coating type,multilayer broadband antireflection coating,1.0
Performance and durability of broadband antireflection coatings for thin film CdTe solar cells,10.1116/1.4973909,absorber material,thin film CdTe,1.0
Performance and durability of broadband antireflection coatings for thin film CdTe solar cells,10.1116/1.4973909,coating layer materials,silica and zirconia layers,0.97
Performance and durability of broadband antireflection coatings for thin film CdTe solar cells,10.1116/1.4973909,deposition method,reactive magnetron sputtering,0.95
