paper,doi,canonical,paper_term,relevance
Transmission electron microscopy evidence of the defect structure in Si nanowires synthesized by laser ablation,10.1016/S0009-2614(97)01378-X,surface orientation,{111} surfaces,0.87
Transmission electron microscopy evidence of the defect structure in Si nanowires synthesized by laser ablation,10.1016/S0009-2614(97)01378-X,defect density,high density of stacking faults and twins,0.85
Transmission electron microscopy evidence of the defect structure in Si nanowires synthesized by laser ablation,10.1016/S0009-2614(97)01378-X,nanostructure morphology,extremely long and highly curved,0.85
Transmission electron microscopy evidence of the defect structure in Si nanowires synthesized by laser ablation,10.1016/S0009-2614(97)01378-X,surface-axis relationship,{111} surfaces parallel to nanowire axes,0.83
Transmission electron microscopy evidence of the defect structure in Si nanowires synthesized by laser ablation,10.1016/S0009-2614(97)01378-X,microstructure,Si core microstructure,0.82
Transmission electron microscopy evidence of the defect structure in Si nanowires synthesized by laser ablation,10.1016/S0009-2614(97)01378-X,kinking behavior,kink abruptly along equivalent 〈211〉 directions,0.82
Transmission electron microscopy evidence of the defect structure in Si nanowires synthesized by laser ablation,10.1016/S0009-2614(97)01378-X,synthesis temperature,high temperature,0.8
Transmission electron microscopy evidence of the defect structure in Si nanowires synthesized by laser ablation,10.1016/S0009-2614(97)01378-X,bending mechanism,gradual bending via high density of defects,0.8
Transmission electron microscopy evidence of the defect structure in Si nanowires synthesized by laser ablation,10.1016/S0009-2614(97)01378-X,equivalent crystallographic directions,equivalent directions of 〈211〉,0.8
Transmission electron microscopy evidence of the defect structure in Si nanowires synthesized by laser ablation,10.1016/S0009-2614(97)01378-X,defect-induced deformation,bending via high density of defects,0.78
Transmission electron microscopy evidence of the defect structure in Si nanowires synthesized by laser ablation,10.1016/S0009-2614(97)01378-X,nanostructure curvature,highly curved nanowires,0.78
Transmission electron microscopy evidence of the defect structure in Si nanowires synthesized by laser ablation,10.1016/S0009-2614(97)01378-X,core structure,Si core,0.76
Transmission electron microscopy evidence of the defect structure in Si nanowires synthesized by laser ablation,10.1016/S0009-2614(97)01378-X,crystal structure,Si crystals,0.75
Transmission electron microscopy evidence of the defect structure in Si nanowires synthesized by laser ablation,10.1016/S0009-2614(97)01378-X,nanostructure length,extremely long,0.72
Transmission electron microscopy evidence of the defect structure in Si nanowires synthesized by laser ablation,10.1016/S0009-2614(97)01378-X,comparison structure,Si whiskers,0.7
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,absorber material,multicrystalline silicon,1.0
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,passivation method,hydrogen plasma treatment,1.0
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,hydrogen-induced defects,hydrogen induced structural defects,0.97
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,defect passivation,passivating defects and impurities,0.95
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,passivating species,hydrogen,0.95
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,extended bulk defects,extended bulk defects,0.92
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,passivation efficiency,passivation efficiency,0.92
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,carrier lifetime,lifetime,0.9
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,grain boundary type,twin grain boundaries,0.88
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,crystal defect type,dislocations,0.88
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,gettering mechanism,getter unwanted impurities,0.88
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,crystal defect type,stacking faults,0.87
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,defect density,density of defects,0.87
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,sawing damage,sawing defects,0.86
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,characterisation technique,electron microscopy,0.85
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,crystal defect type,intragranular defects,0.85
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,defect depth,∼5 μm below the Si surface,0.84
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,defect size,size of the defects increases with depth,0.83
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,sample preparation method,chemically etched,0.82
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,sample preparation method,as-cut,0.82
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,grain orientation,grain orientation,0.8
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,subsurface region depth,∼1 μm subsurface region,0.8
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,surface texture,texture of the surface,0.78
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,processing temperature,high temperature processing,0.78
Transmission electron microscopy study of hydrogen defect formation at extended defects in hydrogen plasma treated multicrystalline silicon,10.1063/1.3073893,substrate type,Si wafers,0.75
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,characterization technique,electron-beam-induced current (EBIC) imaging,1.0
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,characterization technique,transmission electron microscopy (TEM),1.0
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,epilayer material,GaAs,1.0
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,heteroepitaxial film,heteroepitaxial GaAs on Si,0.98
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,defect type,electrically active defects,0.97
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,substrate material,Si (silicon),0.95
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,defect distribution,distribution of electrically active defects,0.93
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,defect density,high defect density regions,0.92
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,semiconductor film,GaAs epilayer,0.91
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,recombination mechanism,enhanced recombination,0.9
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,defect imaging method,dark spot micrographs,0.88
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,carrier lifetime,minority carrier lifetimes,0.88
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,recombination center,electrically active centers,0.88
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,carrier diffusion length,diffusion lengths,0.87
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,defect contrast,dark contrast regions,0.85
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,epilayer quality,electrical quality of GaAs epilayer,0.84
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,microstructural analysis,microstructural character of defects,0.83
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,electrical uniformity,uniform electrical quality,0.82
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,alternative characterization method,EBIC as alternative to TEM,0.81
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,defect delineation,delineating contribution and distribution of defects,0.8
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,sample area,large-area heteroepitaxial samples,0.78
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,imaging contrast,dark contrast vs. uniform contrast,0.76
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,growth method,heteroepitaxy,0.75
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,comparative study,comparative study of defects using EBIC and TEM,0.74
Comparative studies of defects in GaAs on silicon substrates using electron‐beam‐induced current and transmission electron microscopy,10.1063/1.341382,low defect region,intervening regions between electrically active centers,0.72
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,characterization technique,electron tomography,1.0
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,imaging mode,HAADF-STEM tomography,0.97
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,imaging mode,bright-field TEM tomography,0.95
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,microscopy method,transmission electron microscopy (TEM),0.93
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,microscopy method,high-angle-annular-dark-field scanning transmission electron microscopy (HAADF-STEM),0.93
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,structural dimensionality,three-dimensional (3D) structural characterization,0.9
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,specimen crystallinity,highly crystalline materials,0.88
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,spatial resolution,1–2 nm feature diameter,0.88
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,specimen crystallinity,partially crystalline materials,0.87
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,specimen type,semiconductor devices,0.85
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,reconstruction dimensionality,3D structure determination,0.85
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,specimen type,catalysts,0.83
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,structural information type,high-resolution 3D imaging,0.82
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,specimen type,hydrogen storage material,0.81
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,crystalline domain size,small single crystalline domains,0.8
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,imaging contrast mechanism,dark-field imaging (HAADF),0.78
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,technique limitation,capabilities and limitations of TEM/HAADF-STEM tomography,0.77
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,imaging contrast mechanism,bright-field imaging (BF-TEM),0.76
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,technique versatility,HAADF-STEM tomography versatility,0.74
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,application domain,physical sciences,0.72
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,data reliability,reliable 3D structural information,0.7
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,specimen morphology,amorphous specimens,0.68
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,application domain,life sciences,0.65
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,technology driver,nanotechnology,0.65
Recent Advances in Electron Tomography: TEM and HAADF-STEM Tomography for Materials Science and Semiconductor Applications,10.1017/S1431927605050361,technology driver,semiconductor industry,0.65
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,semiconductor material,β-Ga2O3 (beta gallium oxide),1.0
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,bandgap width,ultra-wide-band gap (UWBG),0.97
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,band gap energy,~4.8 eV,0.95
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,application domain,high power electronics,0.92
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,defect formation,defect formation and behavior,0.92
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,figure of merit,Baliga Figure of Merit,0.9
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,defect impact on properties,impact of defects on properties,0.9
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,crystal structure,monoclinic structure,0.88
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,reference semiconductor,GaN,0.88
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,thermal conductivity,comparatively low thermal conductivity,0.88
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,doping type,p-type doping,0.87
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,doping challenge,lack of achievable p-type doping,0.87
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,application domain,extreme environment applications,0.85
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,space group,C2/m,0.85
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,material limitation,low thermal conductivity,0.85
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,lattice site coordination,two inequivalently coordinated gallium sites,0.83
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,lattice site coordination,three inequivalently coordinated oxygen sites,0.83
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,bandgap difference,1.4 eV greater than GaN,0.82
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,unit cell anisotropy,highly anisotropic unit cell,0.82
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,crystal growth method,melt growth techniques,0.8
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,deposition method,thin film deposition,0.8
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,power device merit ratio,nearly four times greater than GaN,0.8
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,substrate type,single crystal substrates,0.78
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,semiconductor classification,power semiconductor materials,0.78
High Resolution Scanning Transmission Electron Microscopy (S/TEM) Investigation Of Common Defects In Scandium and Aluminum Alloyed β-Ga2O3,10.1093/micmic/ozad067.921,bulk crystal availability,readily available bulk crystals,0.75
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,interface type,semiconductor–metal interfaces,1.0
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,defect type,point defects,1.0
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,material class,solid-state electronic materials,0.95
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,characterization scale,nanoscale and atomic scale,0.93
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,interface chemistry,chemical structure at the intimate interface,0.91
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,electronic property,electronic structure,0.9
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,characterization method,optical techniques,0.88
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,combined characterization approach,"combination of optical, electronic, and microscopic techniques",0.88
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,characterization method,electronic techniques,0.87
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,characterization method,microscopic techniques,0.87
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,device application,microelectronics,0.85
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,device application,optoelectronics,0.85
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,defect location,metal–semiconductor interfaces,0.84
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,material property,advanced micro- and optoelectronic properties,0.83
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,length scale,nanoscale dimensions,0.82
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,length scale,macroscale,0.8
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,electronic material interface,electronic material interfaces,0.8
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,research area,defect research,0.79
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,defect control method,understand and control point defects,0.78
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,material type,semiconductor,0.77
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,interface feature,intimate interface,0.76
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,multiscale analysis,nano/atomic scale to macroscale,0.75
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,measurement challenge,experimental challenges inherent at this scale,0.72
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,field development,new directions for defect research,0.7
Defects at nanoscale semiconductor interfaces: Challenges and opportunities,10.1557/s43578-023-01229-w,research timeline,past 75 years,0.65
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",10.1016/j.jcrysgro.2008.06.042,absorber material,ZnO,1.0
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",10.1016/j.jcrysgro.2008.06.042,film orientation,nonpolar ZnO (112̄0),1.0
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",10.1016/j.jcrysgro.2008.06.042,defect type,misfit dislocations,0.97
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",10.1016/j.jcrysgro.2008.06.042,substrate material,Al2O3 (11̄02),0.95
"Characterization of microstructure and defects in epitaxial ZnO (112¯0)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">2</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> films on Al2O3 (11¯02)<math><mrow is=""true""><mo stretchy=""false"" is=""true"">(</mo><mn is=""true"">1</mn><mspace width="".25em"" is=""true""></mspace><mrow is=""true""><mover accent=""true"" is=""true""><mrow is=""true""><mn is=""true"">1</mn></mrow><mo is=""true"">¯</mo></mover></mrow><mspace width="".25em"" is=""true""></mspace><mn is=""true"">0</mn><mspace width="".25em"" is=""true""></mspace><mn is=""true"">2</mn><mo stretchy=""false"" is=""true"">)</mo></mrow></math> substrates by transmission electron microscopy",10.1016/j.jcrysgro.2008.06.042,deposition method,plasma-assisted molecular beam epitaxy,0.95
