paper,doi,canonical,paper_term,relevance
Improvement of screen-printable metallization paste for low-cost silicon solar cells utilizing silver coated copper powders,10.2172/2315628,substrate material,silicon bulk,0.7
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,contact metallization method,electroplating (wet-chemical plating),1.0
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,contact material,copper (Cu),1.0
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,absorber material,FA0.75Cs0.25Pb(I0.8Br0.2)3 perovskite,1.0
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,device architecture,single-junction perovskite solar cell (PSC),0.95
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,masking layer material,Al2O3 (atomic layer deposited),0.95
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,perovskite composition,FA0.75Cs0.25Pb(I0.8Br0.2)3,0.92
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,masking layer deposition method,atomic layer deposition (ALD),0.9
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,transparent conductive oxide,ITO (indium tin oxide),0.9
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,photoconversion efficiency,≈11%,0.9
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,tandem cell architecture,perovskite silicon heterojunction tandem solar cell,0.88
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,alternative masking material,self-passivated aluminum,0.85
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,contact finger width,30 μm,0.82
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,contact grid geometry,Cu contact fingers / Cu grid,0.82
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,contact resistivity,low-resistive Cu grid,0.78
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,interface characterization method,scanning electron microscopy (SEM),0.75
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,elemental analysis method,energy-dispersive X-ray (EDX) analysis,0.75
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,process compatibility,PSC survival of wet-chemical plating process,0.75
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,interface morphology,compact interface between ITO and plated Cu,0.72
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,passivation method,self-passivated aluminum mask,0.72
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,halide ratio,I0.8Br0.2 mixed halide,0.7
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,cation composition,FA0.75Cs0.25 mixed cation,0.7
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,top contact electrode,TCO (transparent conductive oxide),0.68
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,cell area,small-area,0.65
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,substrate size independence,independent of substrate size,0.65
Electroplated Copper Metal Contacts on Perovskite Solar Cells,10.1002/solr.202100381,bilayer contact configuration,plating on both sides simultaneously,0.63
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,cell architecture,rear emitter silicon heterojunction (SHJ) solar cell,1.0
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,device efficiency,over 22%,0.98
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,reported efficiency,22.06%,0.97
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,emitter layer material,p-type hydrogenated amorphous silicon (a-Si:H(p)),0.95
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,cell technology,silicon heterojunction (SHJ),0.95
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,front surface layer,n-type hydrogenated amorphous silicon (a-Si:H(n)),0.92
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,alternative metallization,direct copper metallization,0.92
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,front contact layer,front transparent conductive oxide (TCO) layer,0.9
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,rear contact layer,rear TCO layer,0.9
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,parasitic absorption,parasitic absorption issue,0.88
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,contact resistance,TCO/a-Si:H(p) contact resistance,0.88
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,metallization method,screen-printed silver metallization,0.88
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,passivation method,field-effect passivation,0.87
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,device optimization,device optimization,0.87
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,reference architecture,front emitter SHJ solar cell,0.85
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,absorber material,silicon (Si) substrate,0.85
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,light absorption loss,light absorption loss,0.85
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,metallization cost,low cost direct copper metallization,0.85
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,cell area,225.47 cm²,0.83
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,layer optimization tradeoff,tradeoff between light absorption loss and field-effect passivation,0.83
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,lateral carrier transport,lateral transport of the majority carriers,0.82
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,optical properties,optical properties of front TCO,0.8
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,fabrication process,industry compatible process,0.8
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,heterojunction interface,TCO/a-Si:H(p) interface,0.8
Study and development of rear‐emitter Si heterojunction solar cells and application of direct copper metallization,10.1002/pip.3000,majority carrier type,majority carriers,0.72
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,cell architecture,silicon heterojunction (SHJ) solar cell,1.0
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,metallization method,electroplating,1.0
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,contact metal,copper (plated),1.0
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,metallization approach,NOBLE (native oxide barrier layer for selective electroplating),1.0
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,device efficiency,20.2%,0.95
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,barrier layer material,native oxide (aluminum native oxide),0.92
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,metal layer stack,PVD layer stack of copper and aluminum,0.9
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,patterning method,printed etchant,0.88
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,contact resistivity,low contact resistivity,0.87
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,transparent conductive oxide,TCO,0.85
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,deposition method,PVD (physical vapor deposition),0.82
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,process temperature,low temperature processing,0.8
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,metal conductivity,high metal conductivity of plated copper,0.8
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,plating selectivity,selective electroplating,0.78
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,masking technique,no organic masking,0.75
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,absorber material,silicon,0.75
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,plating uniformity,homogeneous plating height distribution,0.74
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,current distribution,plating current distribution,0.72
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,secondary metal layer,aluminum layer,0.7
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,material cost,almost Ag-free,0.68
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,noble metal content,silver (Ag)-free,0.67
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,layer patterning,patterned metal layer stack,0.65
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,multifunctional layer,multifunctional patterned metal layer stack,0.63
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,plating inhibition,native oxide inhibits plating,0.62
Native Oxide Barrier Layer for Selective Electroplated Metallization of Silicon Heterojunction Solar Cells,10.1002/solr.201900006,cell processing sequence,PVD deposition subsequent to TCO deposition,0.58
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,metallization method,copper electroplating,1.0
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,cell architecture,silicon heterojunction (SHJ) solar cell,1.0
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,transparent conductive oxide,indium tin oxide (ITO),0.97
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,contact resistivity,contact resistivity reduced from 1.4 to 0.2 mΩ cm²,0.97
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,surface pretreatment,zinc-assisted Fe²⁺ system ITO pretreatment,0.96
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,chemical modifier,zinc-assisted Fe²⁺ system,0.95
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,seed layer,In/Sn/SnO mixed-metal transition layer,0.93
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,device efficiency,22.6% power conversion efficiency,0.92
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,adhesion strength,peel force of 14.2 N mm⁻¹,0.91
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,transition layer composition,In/Sn/SnO mixed-metal layer,0.9
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,adhesion improvement,75.3% higher peel force than untreated sample,0.88
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,cell fabrication process,ITO pretreatment process,0.88
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,front contact material,electroplated copper grids,0.87
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,surface modification layer,seed layer,0.85
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,reference metallization,low-temperature sintered silver pastes,0.82
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,dopant ion,Fe²⁺,0.82
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,contact resistivity baseline,1.4 mΩ cm²,0.8
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,contact resistivity target,0.2 mΩ cm²,0.8
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,reductant species,zinc,0.8
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,mechanical adhesion method,peel force measurement,0.78
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,electrode grid material,electroplated metals,0.75
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,proof of concept device,proof-of-concept SHJ solar cell,0.74
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,absorber material,silicon,0.72
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,tin oxide species,SnO,0.7
Enhancing Electrical and Physical Contacts of Copper‐Electroplated Silicon Heterojunction Solar Cells through Chemical Pretreated Seed Layers,10.1002/solr.202300938,industry scalability,significant potential for industry applications,0.65
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,electrode material,copper (Cu),1.0
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,cell architecture,silicon heterojunction solar cells,1.0
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,deposition method,screen printing,1.0
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,paste formulation,nanoparticle copper paste,1.0
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,transparent conductive oxide,Indium-Tin Oxide (ITO),0.95
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,curing temperature,200 °C to 400 °C,0.95
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,contact resistivity,0.4 mΩ·cm2 (Cu-ITO specific contact resistivity),0.95
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,line resistivity,27 μΩ·cm,0.95
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,conductive filler,Cu nanoparticles,0.95
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,curing atmosphere,vacuum conditions (<300 ppm O2),0.9
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,nanoparticle sintering,Cu nanoparticle sintering,0.9
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,contact formation,Cu-ITO contact formation,0.9
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,finger width,53–60 μm,0.85
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,finger height,above 20 μm,0.85
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,microstructural characterisation,scanning electron microscopy (SEM),0.85
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,filler loading,copper percentage by weight,0.85
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,printability,printability,0.85
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,paste composition,Cu paste composition,0.85
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,line resistance,finger line resistance,0.85
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,optimal curing conditions,curing at 400 °C for 30 min,0.85
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,curing duration,30 min,0.8
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,paste rheology,rheology,0.8
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,printed electrode properties,properties of printed electrodes,0.8
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,screen printing parameters,screen printing parameters,0.8
Development of nanoparticle copper screen printing pastes for silicon heterojunction solar cells,10.1016/j.solener.2019.07.055,absorber material,silicon,0.75
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,metallization technology,pattern transfer printing (PTP),1.0
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,reference metallization,screen printing,0.95
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,finger width,finger widths down to 20 μm,0.95
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,finger aspect ratio,aspect ratios above 0.6,0.93
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,cell efficiency,cell efficiency gain of 0.12%abs,0.92
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,front metallization,front metallization,0.92
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,absorber material,crystalline silicon,0.9
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,front contact paste,thick film silver paste,0.9
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,silver consumption,silver required reduced by 54%,0.9
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,process parameter,laser power,0.88
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,short circuit current density,Jsc,0.88
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,solar cell type,crystalline silicon solar cells,0.88
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,trench geometry,trench geometry,0.87
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,laser transfer process,laser power during the transfer process,0.87
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,finger geometry,finger geometry,0.85
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,fill factor,FF loss,0.85
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,open circuit voltage,Voc,0.85
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,series resistance,higher series resistance,0.83
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,print quality,print quality,0.82
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,reference cell performance,standard screen-printed solar cells,0.8
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,debris formation,amount of debris,0.78
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,electrical parameters,electrical parameters of printed solar cells,0.78
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,pattern transfer substrate,trench,0.76
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,trench circumference ratio,ratio between circumference and horizontal interface of the trench,0.75
Finger Metallization Using Pattern Transfer Printing Technology for c-Si Solar Cell,10.1109/JPHOTOV.2020.3007001,current collection efficiency,collect the generated current from the active area,0.72
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,conductor material,copper,1.0
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,sintering method,flash lamp sintering (photonic sintering),1.0
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,oxidation resistance,prevention of copper oxidation,0.95
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,film conductivity,3.11–4.3 × 10⁻⁷ Ω m,0.95
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,particle morphology,mixed nano copper and mixed nano/micro copper,0.92
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,ink composition,"100N (100% nano), 50N50M, 20N80M inks",0.91
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,film deposition method,screen printing,0.9
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,nano-to-micro particle ratio,"100N, 50N50M, 20N80M",0.89
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,particle size,nano-micro particles,0.88
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,energy window,multiple energy windows,0.88
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,film type,thick film,0.87
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,substrate material,FTO coated glass,0.85
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,sintering duration,under 1 s (photonic) vs. 90 min (thermal),0.85
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,printed electronics,printed electronic circuitry,0.85
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,sintering conversion,rapid conversion from discrete nano-micro particles to sintered products,0.84
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,film stability,line resistance increase over time,0.83
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,sintering atmosphere,reducing gas conditions,0.82
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,sintering temperature,250 °C,0.8
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,productivity improvement,significant improvement in productivity,0.8
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,line resistance change,14% increase (100N ink),0.78
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,energy demand,reduced energy demand,0.78
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,line resistance change,~10% increase (50N50M ink),0.77
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,line resistance change,~2% increase (20N80M ink),0.76
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,reference conductor material,silver,0.75
Photonic sintering of copper for rapid processing of thick film conducting circuits on FTO coated glass,10.1038/s41598-023-32044-2,application domain,"healthcare, solar energy, IoT devices, automotive applications",0.7
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,conductor material,copper nanoparticle ink,1.0
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,sintering method,laser sintering,0.98
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,sintering method,intense pulsed light (IPL) sintering,0.98
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,deposition technique,inkjet printing,0.95
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,post-processing step,sintering,0.95
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,electrical conductivity,more than 20% of bulk copper conductivity,0.93
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,ink formulation,copper nanoparticle ink,0.92
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,conductive trace material,copper,0.91
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,nanoparticle type,copper nanoparticles,0.9
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,sintering energy source,laser,0.9
Comparison of laser and intense pulsed light sintering (IPL) for inkjet-printed copper nanoparticle layers,10.1038/srep08832,sintering energy source,intense pulsed light (IPL),0.9
